********
* The Activity Log contains a detailed list of the steps the Evernote application performs,
* as well as information about your account and your device. Your Note titles, tags,
* Notebook names and occasionally Note content also may be included. We treat your
* Activity Log data as confidential, and the terms of our Privacy Policy apply (http://evernote.com/privacy).
*
* You may remove anything you do not want to send us.
********


[14360] Log opened on 2018/02/22 23:36:05 (UTC+8:00), logging level: [INFO   ]
23:36:18 [INFO   ] [14360] [7372] Import folder: "D:\印象笔记\LocalFiles" started, ImportOneLevelDeep
23:36:18 [INFO   ] [8044] [12028] Starting EvernoteSubprocess.exe
23:36:18 [INFO   ] [8044] [12028]  * Command-line params: --type=renderer --no-sandbox --service-pipe-token=4BB0ABFFF5A4305AB7185811CBDF06E9 --lang=en-US --lang=zh-CN --log-file="D:\印象笔记\Logs\cef.log" --log-severity=disable --product-version="Evernote Windows/306387 (zh-CN, DDL); Windows/10.0.0 (Win64);" --enable-pinch --device-scale-factor=1.25 --num-raster-threads=2 --enable-main-frame-before-activation --content-image-texture-target=0,0,3553;0,1,3553;0,2,3553;0,3,3553;0,4,3553;0,5,3553;0,6,3553;0,7,3553;0,8,3553;0,9,3553;0,10,3553;0,11,3553;0,12,3553;0,13,3553;0,14,3553;0,15,3553;0,16,3553;0,17,3553;1,0,3553;1,1,3553;1,2,3553;1,3,3553;1,4,3553;1,5,3553;1,6,3553;1,7,3553;1,8,3553;1,9,3553;1,10,3553;1,11,3553;1,12,3553;1,13,3553;1,14,3553;1,15,3553;1,16,3553;1,17,3553;2,0,3553;2,1,3553;2,2,3553;2,3,3553;2,4,3553;2,5,3553;2,6,3553;2,7,3553;2,8,3553;2,9,3553;2,10,3553;2,11,3553;2,12,3553;2,13,3553;2,14,3553;2,15,3553;2,16,3553;2,17,3553;3,0,3553;3,1,3553;3,2,3553;3,3,3553;3,4,3553;3,5,3553;3,6,3553;3,7,3553;3,8,3553;3,9,3553;3,10,3553;3,11,3553;3,12,3553;3,13,3553;3,14,3553;3,15,3553;3,16,3553;3,17,3553;4,0,3553;4,1,3553;4,2,3553;4,3,3553;4,4,3553;4,5,3553;4,6,3553;4,7,3553;4,8,3553;4,9,3553;4,10,3553;4,11,3553;4,12,3553;4,13,3553;4,14,3553;4,15,3553;4,16,3553;4,17,3553;5,0,3553;5,1,3553;5,2,3553;5,3,3553;5,4,3553;5,5,3553;5,6,3553;5,7,3553;5,8,3553;5,9,3553;5,10,3553;5,11,3553;5,12,3553;5,13,3553;5,14,3553;5,15,3553;5,16,3553;5,17,3553;6,0,3553;6,1,3553;6,2,3553;6,3,3553;6,4,3553;6,5,3553;6,6,3553;6,7,3553;6,8,3553;6,9,3553;6,10,3553;6,11,3553;6,12,3553;6,13,3553;6,14,3553;6,15,3553;6,16,3553;6,17,3553 --enable-gpu-async-worker-context --service-request-channel-token=4BB0ABFFF5A4305AB7185811CBDF06E9 --renderer-client-id=6 --mojo-platform-channel-handle=3388 /prefetch:1
23:36:19 [INFO   ] [14360] [15300] Updating Premium account limits
23:36:19 [INFO   ] [11948] [2732] Starting EvernoteSubprocess.exe
23:36:19 [INFO   ] [11948] [2732]  * Command-line params: --type=renderer --no-sandbox --service-pipe-token=05628A3FEFF90E596B074C65DB2D223E --lang=en-US --lang=zh-CN --log-file="D:\印象笔记\Logs\cef.log" --log-severity=disable --product-version="Evernote Windows/306387 (zh-CN, DDL); Windows/10.0.0 (Win64);" --enable-pinch --device-scale-factor=1.25 --num-raster-threads=2 --enable-main-frame-before-activation --content-image-texture-target=0,0,3553;0,1,3553;0,2,3553;0,3,3553;0,4,3553;0,5,3553;0,6,3553;0,7,3553;0,8,3553;0,9,3553;0,10,3553;0,11,3553;0,12,3553;0,13,3553;0,14,3553;0,15,3553;0,16,3553;0,17,3553;1,0,3553;1,1,3553;1,2,3553;1,3,3553;1,4,3553;1,5,3553;1,6,3553;1,7,3553;1,8,3553;1,9,3553;1,10,3553;1,11,3553;1,12,3553;1,13,3553;1,14,3553;1,15,3553;1,16,3553;1,17,3553;2,0,3553;2,1,3553;2,2,3553;2,3,3553;2,4,3553;2,5,3553;2,6,3553;2,7,3553;2,8,3553;2,9,3553;2,10,3553;2,11,3553;2,12,3553;2,13,3553;2,14,3553;2,15,3553;2,16,3553;2,17,3553;3,0,3553;3,1,3553;3,2,3553;3,3,3553;3,4,3553;3,5,3553;3,6,3553;3,7,3553;3,8,3553;3,9,3553;3,10,3553;3,11,3553;3,12,3553;3,13,3553;3,14,3553;3,15,3553;3,16,3553;3,17,3553;4,0,3553;4,1,3553;4,2,3553;4,3,3553;4,4,3553;4,5,3553;4,6,3553;4,7,3553;4,8,3553;4,9,3553;4,10,3553;4,11,3553;4,12,3553;4,13,3553;4,14,3553;4,15,3553;4,16,3553;4,17,3553;5,0,3553;5,1,3553;5,2,3553;5,3,3553;5,4,3553;5,5,3553;5,6,3553;5,7,3553;5,8,3553;5,9,3553;5,10,3553;5,11,3553;5,12,3553;5,13,3553;5,14,3553;5,15,3553;5,16,3553;5,17,3553;6,0,3553;6,1,3553;6,2,3553;6,3,3553;6,4,3553;6,5,3553;6,6,3553;6,7,3553;6,8,3553;6,9,3553;6,10,3553;6,11,3553;6,12,3553;6,13,3553;6,14,3553;6,15,3553;6,16,3553;6,17,3553 --enable-gpu-async-worker-context --service-request-channel-token=05628A3FEFF90E596B074C65DB2D223E --renderer-client-id=7 --mojo-platform-channel-handle=3804 /prefetch:1
23:36:20 [INFO   ] [14360] [15300] Premium account limits have been updated
23:36:20 [INFO   ] [14360] [14404] Registered session count: 29, last session: 2018/02/22 23:30:00
23:36:22 [INFO   ] [14360] [2140] Client synchronization started
23:36:22 [INFO   ] [14360] [14348] 0% Loaded updateCount: 51
23:36:22 [INFO   ] [14360] [14348] 0% Usage Metrics: sessionCount=29
23:36:22 [INFO   ] [14360] [14348] 0% SyncState: devices used: 2
23:36:22 [INFO   ] [14360] [14348] 0% Client is up to date with the server, updateCount: 51
23:36:22 [INFO   ] [14360] [14348] 0% Updating user "1528038517"
23:36:23 [INFO   ] [14360] [14348] 0% Retrieving cross promotion info for user "1528038517"
23:36:24 [INFO   ] [14360] [14348] 0% Expunging server items
23:36:24 [INFO   ] [14360] [14348] 0% Renaming to be expunged server notebook "我的第一个笔记本" to "我的第一个笔记本 (Expunged on 2018/02/22 23:3..."
23:36:24 [INFO   ] [14360] [14348] 0% * guid={ed4f3118-bd81-4143-b89f-ea646be3af07}
23:36:24 [INFO   ] [14360] [14348] 0% Expunging server note "{830ED674-5908-4600-A1B7-8695CFA1BD58}"
23:36:24 [INFO   ] [14360] [14348] 0% Expunging server note "{60118D7D-13D8-4A95-9634-9B96352E6301}"
23:36:24 [INFO   ] [14360] [14348] 0% Expunging server note "{8CD289B5-F542-4108-A647-A45AF1486374}"
23:36:24 [INFO   ] [14360] [14348] 0% Expunging server note "{891C09C3-5D7E-444D-964B-E195736ADC67}"
23:36:26 [INFO   ] [14360] [14348] 13% Updating server items
23:36:26 [INFO   ] [14360] [14348] 13% Creating server tag "神经网络"
23:36:27 [INFO   ] [14360] [14348] 13% * guid={8934a08f-2d8b-45ad-ac55-0ed21c2c3024}
23:36:27 [INFO   ] [14360] [14348] 16% Creating server tag "深度学习"
23:36:27 [INFO   ] [14360] [14348] 16% * guid={7b7826c4-e4f5-4412-b8bb-6e70e4f74163}
23:36:27 [INFO   ] [14360] [14348] 18% Creating server tag "监督学习"
23:36:27 [INFO   ] [14360] [14348] 18% * guid={2c2049b6-f297-49c9-88a0-07363b6a8775}
23:36:27 [INFO   ] [14360] [14348] 21% Creating server tag "CNN"
23:36:28 [INFO   ] [14360] [14348] 21% * guid={646950c7-5873-4462-b632-b12f2c26b997}
23:36:28 [INFO   ] [14360] [14348] 24% Creating server tag "RNN"
23:36:28 [INFO   ] [14360] [14348] 24% * guid={4aef090c-d855-49ac-9982-bc76741503e7}
23:36:28 [INFO   ] [14360] [14348] 26% Creating server tag "结构化数据"
23:36:29 [INFO   ] [14360] [14348] 26% * guid={161e90f6-fa25-4f4e-b457-74d11d8b1d98}
23:36:29 [INFO   ] [14360] [14348] 29% Creating server tag "非结构化数据"
23:36:29 [INFO   ] [14360] [14348] 29% * guid={b11afb02-bc5f-45af-9695-39199f82c287}
23:36:29 [INFO   ] [14360] [14348] 32% Creating server tag "binary classification(二分分类）"
23:36:30 [INFO   ] [14360] [14348] 32% * guid={c0144929-ce74-423c-844b-f6f2ea3c78c5}
23:36:30 [INFO   ] [14360] [14348] 34% Creating server tag "polyfit"
23:36:30 [INFO   ] [14360] [14348] 34% * guid={d14489b2-708a-4625-8fe5-abb356b1eef8}
23:36:30 [INFO   ] [14360] [14348] 37% Creating server tag "曲线拟合"
23:36:30 [INFO   ] [14360] [14348] 37% * guid={2f8000ce-260d-4158-a3f6-4f145ff4c1c6}
23:36:30 [INFO   ] [14360] [14348] 39% Creating server tag "numpy"
23:36:31 [INFO   ] [14360] [14348] 39% * guid={ae1a8e7a-ce3c-44b0-87f0-4919eb52ecdd}
23:36:31 [INFO   ] [14360] [14348] 42% Creating server tag "meshgrid"
23:36:31 [INFO   ] [14360] [14348] 42% * guid={9c124908-9cce-4cef-a449-024f723b83f1}
23:36:31 [INFO   ] [14360] [14348] 45% Creating server notebook "2.改善深层神经网络：超参数调试、正则化及优化"
23:36:31 [INFO   ] [14360] [14348] 45% * guid={baa287ff-010d-47df-9a1d-20b0bf6ca2bc}
23:36:31 [INFO   ] [14360] [14348] 45% Expunging postponed server notebooks
23:36:32 [INFO   ] [14360] [14348] 45% Expunging server notebook "ed4f3118-bd81-4143-b89f-ea646be3af07"
23:36:32 [INFO   ] [14360] [14348] 47% Expunging server notebook "d07d5cda-1815-4db0-946f-890ec3cf19d2"
23:36:33 [INFO   ] [14360] [14348] 50% Expunging server notebook "acf418f9-77b3-48f7-891b-27eec8aae653"
23:36:33 [INFO   ] [14360] [14348] 53% Expunging server notebook "39ae64fe-e753-4a23-a9e3-6d613d2eeb3d"
23:36:34 [INFO   ] [14360] [14348] 58% Creating server notebook "3.结构化机器学习项目"
23:36:34 [INFO   ] [14360] [14348] 58% * guid={e432657f-fc4a-446f-9c2c-03577e4d6ee4}
23:36:34 [INFO   ] [14360] [14348] 61% Creating server notebook "4.卷积神经网络"
23:36:35 [INFO   ] [14360] [14348] 61% * guid={410c64e8-ca1b-4de9-9a56-135ccda62821}
23:36:35 [INFO   ] [14360] [14348] 63% Creating server notebook "5.序列模型"
23:36:35 [INFO   ] [14360] [14348] 63% * guid={fe38150d-460d-42c2-9762-8b5632720646}
23:36:35 [INFO   ] [14360] [14348] 66% Creating server notebook "add"
23:36:36 [INFO   ] [14360] [14348] 66% * guid={2688d364-c7b9-4b8d-91eb-c9e0c0ac17a2}
23:36:36 [INFO   ] [14360] [14348] 68% Creating server notebook "优达无人驾驶Part2:Sensor Fusion,Localizatio..."
23:36:36 [INFO   ] [14360] [14348] 68% * guid={655cb3cb-fa33-44cf-8036-3cfd39bc8938}
23:36:36 [INFO   ] [14360] [14348] 71% Creating server notebook "优达无人驾驶Part1:Computer Version and Deep..."
23:36:36 [INFO   ] [14360] [14348] 71% * guid={6f9ef196-e253-4f3a-8708-e76255088744}
23:36:36 [INFO   ] [14360] [14348] 74% Creating server notebook "优达无人驾驶Part3:Path Planning,Concentrati..."
23:36:37 [INFO   ] [14360] [14348] 74% * guid={cc7bbb4f-60c1-45d0-8056-5a18702d818d}
23:36:37 [INFO   ] [14360] [14348] 79% Creating server note "Welcome", resource count: 0, content: 177 B
23:36:37 [INFO   ] [14360] [14348] 79% * Notebook "优达无人驾驶Part1:Computer Version and Deep...", guid={6f9ef196-e253-4f3a-8708-e76255088744}
23:36:37 [INFO   ] [14360] [14348] 79% * guid={8d112304-230e-446d-85a6-7c2a3768c9e2}
23:36:38 [INFO   ] [14360] [14348] 89% Creating server note "2.Computer Version Fundamentals", resource count: 3, content: 97.8 KB
23:36:38 [INFO   ] [14360] [14348] 89% * Notebook "优达无人驾驶Part1:Computer Version and Deep...", guid={6f9ef196-e253-4f3a-8708-e76255088744}
23:36:39 [INFO   ] [14360] [14348] 89% * guid={ae9b54f5-37e3-4854-858c-f1f533e7be3e}
23:36:39 [INFO   ] [14360] [15032] GA-GA: Failed to send event (error(800c0005): 系统无法找到指定的资源。)
23:36:39 [INFO   ] [14360] [14348] 89% * rsrc={0ac9ac69-d68e-4a0d-b656-e15292215556}, note={ae9b54f5-37e3-4854-858c-f1f533e7be3e}
23:36:39 [INFO   ] [14360] [14348] 89% * rsrc={d0996187-1ff4-4c52-b93f-4d2e4d863d24}, note={ae9b54f5-37e3-4854-858c-f1f533e7be3e}
23:36:40 [INFO   ] [14360] [14348] 89% * rsrc={7b71bd09-91c5-4d8e-aa45-c6769985ff70}, note={ae9b54f5-37e3-4854-858c-f1f533e7be3e}
23:36:40 [INFO   ] [14360] [14348] 100% Loaded updateCount: 51
23:36:40 [INFO   ] [14360] [14348] 100% Usage Metrics: sessionCount=0
23:36:40 [INFO   ] [14360] [14348] 100% SyncState: devices used: 2
23:36:40 [INFO   ] [14360] [14348] 100% Client updateCount: 51, server updateCount: 86
23:36:40 [INFO   ] [14360] [14348] 100% Retrieving list of changes from the server
23:36:41 [INFO   ] [14360] [14348] 59% * saved 1 sync chunks, updateCount=86
23:36:41 [INFO   ] [14360] [14348] 59% Receiving account changes
23:36:41 [INFO   ] [14360] [14348] 59% * expunge 4 notebooks, 4 notes, 0 tags, 0 searches, 0 linked notebooks
23:36:41 [INFO   ] [14360] [14348] 59% * update 8 notebooks, 2 notes, 0 resources, 12 tags, 0 searches, 0 linked notebooks
23:36:41 [INFO   ] [14360] [14348] 59% Updating user "1528038517"
23:36:41 [INFO   ] [14360] [14348] 59% Retrieving cross promotion info for user "1528038517"
23:36:42 [INFO   ] [14360] [10304] 55% Expunging 4 notebooks
23:36:42 [INFO   ] [14360] [10304] 58% Expunging 4 notes
23:36:42 [INFO   ] [14360] [10304] 0% Synchronizing 8 notebooks
23:36:42 [INFO   ] [14360] [10304] 5% Updating local notebook "优达无人驾驶Part2:Sensor Fusion,Localizatio..."
23:36:42 [INFO   ] [14360] [10304] 5% * guid={655CB3CB-FA33-44CF-8036-3CFD39BC8938}
23:36:42 [INFO   ] [14360] [10304] 10% Updating local notebook "2.改善深层神经网络：超参数调试、正则化及优化"
23:36:42 [INFO   ] [14360] [10304] 10% * guid={BAA287FF-010D-47DF-9A1D-20B0BF6CA2BC}
23:36:42 [INFO   ] [14360] [10304] 15% Updating local notebook "3.结构化机器学习项目"
23:36:42 [INFO   ] [14360] [10304] 15% * guid={E432657F-FC4A-446F-9C2C-03577E4D6EE4}
23:36:42 [INFO   ] [14360] [10304] 20% Updating local notebook "4.卷积神经网络"
23:36:42 [INFO   ] [14360] [10304] 20% * guid={410C64E8-CA1B-4DE9-9A56-135CCDA62821}
23:36:42 [INFO   ] [14360] [10304] 25% Updating local notebook "优达无人驾驶Part3:Path Planning,Concentrati..."
23:36:42 [INFO   ] [14360] [10304] 25% * guid={CC7BBB4F-60C1-45D0-8056-5A18702D818D}
23:36:42 [INFO   ] [14360] [10304] 30% Updating local notebook "5.序列模型"
23:36:42 [INFO   ] [14360] [10304] 30% * guid={FE38150D-460D-42C2-9762-8B5632720646}
23:36:42 [INFO   ] [14360] [10304] 35% Updating local notebook "add"
23:36:42 [INFO   ] [14360] [10304] 35% * guid={2688D364-C7B9-4B8D-91EB-C9E0C0AC17A2}
23:36:42 [INFO   ] [14360] [10304] 40% Updating local notebook "优达无人驾驶Part1:Computer Version and Deep..."
23:36:42 [INFO   ] [14360] [10304] 40% * guid={6F9EF196-E253-4F3A-8708-E76255088744}
23:36:42 [INFO   ] [14360] [10304] 40% Synchronizing 12 tags
23:36:42 [INFO   ] [14360] [10304] 45% Updating local tag "神经网络"
23:36:42 [INFO   ] [14360] [10304] 45% * guid={8934A08F-2D8B-45AD-AC55-0ED21C2C3024}
23:36:42 [INFO   ] [14360] [10304] 50% Updating local tag "结构化数据"
23:36:42 [INFO   ] [14360] [10304] 50% * guid={161E90F6-FA25-4F4E-B457-74D11D8B1D98}
23:36:42 [INFO   ] [14360] [10304] 55% Updating local tag "binary classification(二分分类）"
23:36:42 [INFO   ] [14360] [10304] 55% * guid={C0144929-CE74-423C-844B-F6F2EA3C78C5}
23:36:42 [INFO   ] [14360] [10304] 60% Updating local tag "深度学习"
23:36:42 [INFO   ] [14360] [10304] 60% * guid={7B7826C4-E4F5-4412-B8BB-6E70E4F74163}
23:36:42 [INFO   ] [14360] [10304] 65% Updating local tag "监督学习"
23:36:42 [INFO   ] [14360] [10304] 65% * guid={2C2049B6-F297-49C9-88A0-07363B6A8775}
23:36:42 [INFO   ] [14360] [10304] 70% Updating local tag "CNN"
23:36:42 [INFO   ] [14360] [10304] 70% * guid={646950C7-5873-4462-B632-B12F2C26B997}
23:36:42 [INFO   ] [14360] [10304] 75% Updating local tag "polyfit"
23:36:42 [INFO   ] [14360] [10304] 75% * guid={D14489B2-708A-4625-8FE5-ABB356B1EEF8}
23:36:42 [INFO   ] [14360] [10304] 80% Updating local tag "非结构化数据"
23:36:42 [INFO   ] [14360] [10304] 80% * guid={B11AFB02-BC5F-45AF-9695-39199F82C287}
23:36:42 [INFO   ] [14360] [10304] 85% Updating local tag "RNN"
23:36:42 [INFO   ] [14360] [10304] 85% * guid={4AEF090C-D855-49AC-9982-BC76741503E7}
23:36:42 [INFO   ] [14360] [10304] 90% Updating local tag "曲线拟合"
23:36:42 [INFO   ] [14360] [10304] 90% * guid={2F8000CE-260D-4158-A3F6-4F145FF4C1C6}
23:36:42 [INFO   ] [14360] [10304] 95% Updating local tag "numpy"
23:36:42 [INFO   ] [14360] [10304] 95% * guid={AE1A8E7A-CE3C-44B0-87F0-4919EB52ECDD}
23:36:42 [INFO   ] [14360] [10304] 100% Updating local tag "meshgrid"
23:36:42 [INFO   ] [14360] [10304] 100% * guid={9C124908-9CCE-4CEF-A449-024F723B83F1}
23:36:42 [INFO   ] [14360] [15256] 91% Retrieving 2 notes
23:36:42 [INFO   ] [14360] [15256] 91% Retrieving note "2.Computer Version Fundamentals"
23:36:42 [INFO   ] [14360] [15256] 91% * guid={ae9b54f5-37e3-4854-858c-f1f533e7be3e}
23:36:42 [INFO   ] [14360] [15256] 91% * note content, length=98825
23:36:42 [INFO   ] [14360] [15256] 95% Retrieving note "Welcome"
23:36:42 [INFO   ] [14360] [15256] 95% * guid={8d112304-230e-446d-85a6-7c2a3768c9e2}
23:36:42 [INFO   ] [14360] [15256] 100% Submitting a batch of 1 note calls, size=290 KB
23:36:43 [INFO   ] [14360] [2140] Client synchronization finished, status: complete
23:36:43 [INFO   ] [14360] [2140] * elapsed time: 20s
23:36:43 [INFO   ] [14360] [2140] * 20 items received
23:36:43 [INFO   ] [14360] [2140] * 25 items sent
23:37:01 [INFO   ] [14360] [15032] GA-GA: Failed to send event (error(800c0005): 系统无法找到指定的资源。)
23:37:22 [INFO   ] [14360] [15032] GA-GA: Failed to send event (error(800c0005): 系统无法找到指定的资源。)
23:37:44 [INFO   ] [14360] [15032] GA-GA: Failed to send event (error(800c0005): 系统无法找到指定的资源。)
23:38:05 [INFO   ] [14360] [15032] GA-GA: Failed to send event (error(800c0005): 系统无法找到指定的资源。)
23:38:15 [INFO   ] [14360] [13772] AutoUpdate: checking for update at: https://update.evernote.com/public/ENWin6/update.xml
23:38:16 [INFO   ] [14360] [13772] Received status code 200 when accessing URL https://update.evernote.com/public/ENWin6/update.xml
23:38:16 [INFO   ] [14360] [13772] AutoUpdate: no update found, remote revision 306770 is intended for release percentage 1 and below. Local release percentage is 79.
23:38:16 [INFO   ] [14360] [13772] AutoUpdate: checking for update at: https://update.evernote.com/prerelease/ENWin6/update.xml
23:38:18 [INFO   ] [14360] [13772] Received status code 200 when accessing URL https://update.evernote.com/prerelease/ENWin6/update.xml
23:38:18 [INFO   ] [14360] [13772] AutoUpdate: no update found, remote revision 306679 is intended for release percentage 5 and below. Local release percentage is 79.
23:38:27 [INFO   ] [14360] [15032] GA-GA: Failed to send event (error(800c0005): 系统无法找到指定的资源。)
23:38:46 [INFO   ] [14360] [7372] Imported file: "D:\印象笔记\LocalFiles\优达无人驾驶Part1Computer Version and Deep learning.enex", size=380 KB
23:38:48 [INFO   ] [14360] [15032] GA-GA: Failed to send event (error(800c0005): 系统无法找到指定的资源。)
23:39:09 [INFO   ] [14360] [15032] GA-GA: Failed to send event (error(800c0005): 系统无法找到指定的资源。)
23:39:31 [INFO   ] [14360] [15032] GA-GA: Failed to send event (error(800c0005): 系统无法找到指定的资源。)
23:39:52 [INFO   ] [14360] [15032] GA-GA: Failed to send event (error(800c0005): 系统无法找到指定的资源。)
23:40:13 [INFO   ] [14360] [15032] GA-GA: Failed to send event (error(800c0005): 系统无法找到指定的资源。)
23:40:35 [INFO   ] [14360] [15032] GA-GA: Failed to send event (error(800c0005): 系统无法找到指定的资源。)
23:40:56 [INFO   ] [14360] [15032] GA-GA: Failed to send event (error(800c0005): 系统无法找到指定的资源。)
23:41:18 [INFO   ] [14360] [15032] GA-GA: Failed to send event (error(800c0005): 系统无法找到指定的资源。)
23:41:39 [INFO   ] [14360] [15032] GA-GA: Failed to send event (error(800c0005): 系统无法找到指定的资源。)
23:41:43 [INFO   ] [14360] [7632] Client synchronization started
23:41:43 [INFO   ] [14360] [10460] 0% Loaded updateCount: 86
23:41:43 [INFO   ] [14360] [10460] 0% Usage Metrics: sessionCount=0
23:41:43 [INFO   ] [14360] [10460] 0% SyncState: devices used: 2
23:41:43 [INFO   ] [14360] [10460] 0% Client updateCount: 86, server updateCount: 89
23:41:43 [INFO   ] [14360] [10460] 0% Retrieving list of changes from the server
23:41:43 [INFO   ] [14360] [10460] 3% * saved 1 sync chunks, updateCount=89
23:41:43 [INFO   ] [14360] [10460] 3% Receiving account changes
23:41:43 [INFO   ] [14360] [10460] 3% * expunge 0 notebooks, 0 notes, 0 tags, 0 searches, 0 linked notebooks
23:41:43 [INFO   ] [14360] [10460] 3% * update 0 notebooks, 0 notes, 3 resources, 0 tags, 0 searches, 0 linked notebooks
23:41:43 [INFO   ] [14360] [10460] 3% Updating user "1528038517"
23:41:44 [INFO   ] [14360] [10460] 3% Retrieving cross promotion info for user "1528038517"
23:41:44 [INFO   ] [14360] [1728] 0% Retrieving 3 resources
23:41:44 [INFO   ] [14360] [1728] 0% Retrieving resource "858b067bcaa283406c5c1d48e79bb876"
23:41:44 [INFO   ] [14360] [1728] 0% * guid={d0996187-1ff4-4c52-b93f-4d2e4d863d24}
23:41:44 [INFO   ] [14360] [1728] 0% Retrieving resource, total size=4552
23:41:44 [INFO   ] [14360] [1728] 0% * guid={d0996187-1ff4-4c52-b93f-4d2e4d863d24}
23:41:44 [INFO   ] [14360] [1728] 0% * note={ae9b54f5-37e3-4854-858c-f1f533e7be3e}
23:41:44 [INFO   ] [14360] [1728] 0% * resource recognition data, size=4552
23:41:44 [INFO   ] [14360] [1728] 33% Retrieving resource "5eceec62d15dec7ac32bc7a426f0d756"
23:41:44 [INFO   ] [14360] [1728] 33% * guid={0ac9ac69-d68e-4a0d-b656-e15292215556}
23:41:44 [INFO   ] [14360] [1728] 33% Retrieving resource, total size=293
23:41:44 [INFO   ] [14360] [1728] 33% * guid={0ac9ac69-d68e-4a0d-b656-e15292215556}
23:41:44 [INFO   ] [14360] [1728] 33% * note={ae9b54f5-37e3-4854-858c-f1f533e7be3e}
23:41:44 [INFO   ] [14360] [1728] 33% * resource recognition data, size=293
23:41:44 [INFO   ] [14360] [1728] 67% Retrieving resource "a0a9b542f50a643baa7ad7ad91b1c819"
23:41:44 [INFO   ] [14360] [1728] 67% * guid={7b71bd09-91c5-4d8e-aa45-c6769985ff70}
23:41:44 [INFO   ] [14360] [1728] 67% Retrieving resource, total size=2253
23:41:44 [INFO   ] [14360] [1728] 67% * guid={7b71bd09-91c5-4d8e-aa45-c6769985ff70}
23:41:44 [INFO   ] [14360] [1728] 67% * note={ae9b54f5-37e3-4854-858c-f1f533e7be3e}
23:41:44 [INFO   ] [14360] [1728] 67% * resource recognition data, size=2253
23:41:44 [INFO   ] [14360] [1728] 100% Submitting a batch of 3 resource calls, size=6.9 KB
23:41:44 [INFO   ] [14360] [6684] 100% Updating local resource "858b067bcaa283406c5c1d48e79bb876" placeholder, 16478 bytes
