********
* The Activity Log contains a detailed list of the steps the Evernote application performs,
* as well as information about your account and your device. Your Note titles, tags,
* Notebook names and occasionally Note content also may be included. We treat your
* Activity Log data as confidential, and the terms of our Privacy Policy apply (http://evernote.com/privacy).
*
* You may remove anything you do not want to send us.
********


[1452] Log opened on 2018/02/16 07:39:26 (UTC+8:00), logging level: [INFO   ]
07:39:35 [INFO   ] [1452] [5760] GA-TEA: Failed to send event (error(800c0005): 系统无法找到指定的资源。)
07:39:35 [INFO   ] [1452] [5760] GA-TEA: Failed to send event (error(800c0005): 系统无法找到指定的资源。)
07:39:35 [ERROR  ] [1452] [12204] 0% Can't send HTTP request, error: INTERNET_NAME_NOT_RESOLVED
07:39:35 [ERROR  ] [1452] [12204] Utility Store request has failed. Error: 无法连接到 印象笔记 服务器
07:39:35 [INFO   ] [1452] [1656] Opened database: C:\Users\Administrator\Evernote\Databases\1528038517#app.yinxiang.com.exb (1.1 MB Fixed 28.0 GB free)
07:39:35 [INFO   ] [1452] [1656] * email: 1528038517@qq.com
07:39:35 [INFO   ] [1452] [1656] * user: 13625279
07:39:35 [INFO   ] [1452] [5760] GA-TEA: Failed to send event (error(800c0005): 系统无法找到指定的资源。)
07:39:36 [INFO   ] [1452] [5760] GA-GA: Failed to send event (error(800c0005): 系统无法找到指定的资源。)
07:39:36 [INFO   ] [1452] [5760] GA-TEA: Failed to send event (error(800c0005): 系统无法找到指定的资源。)
07:39:36 [INFO   ] [8912] [5292] Starting EvernoteSubprocess.exe
07:39:36 [INFO   ] [8912] [5292]  * Command-line params: --type=renderer --no-sandbox --service-pipe-token=F4F6A950E886EA4F9D879FD725C5EF02 --lang=en-US --lang=zh-CN --log-file="C:\Users\Administrator\Evernote\Logs\cef.log" --log-severity=disable --product-version="Evernote Windows/306387 (zh-CN, DDL); Windows/10.0.0 (Win64);" --enable-pinch --device-scale-factor=1.25 --num-raster-threads=2 --enable-main-frame-before-activation --content-image-texture-target=0,0,3553;0,1,3553;0,2,3553;0,3,3553;0,4,3553;0,5,3553;0,6,3553;0,7,3553;0,8,3553;0,9,3553;0,10,3553;0,11,3553;0,12,3553;0,13,3553;0,14,3553;0,15,3553;0,16,3553;0,17,3553;1,0,3553;1,1,3553;1,2,3553;1,3,3553;1,4,3553;1,5,3553;1,6,3553;1,7,3553;1,8,3553;1,9,3553;1,10,3553;1,11,3553;1,12,3553;1,13,3553;1,14,3553;1,15,3553;1,16,3553;1,17,3553;2,0,3553;2,1,3553;2,2,3553;2,3,3553;2,4,3553;2,5,3553;2,6,3553;2,7,3553;2,8,3553;2,9,3553;2,10,3553;2,11,3553;2,12,3553;2,13,3553;2,14,3553;2,15,3553;2,16,3553;2,17,3553;3,0,3553;3,1,3553;3,2,3553;3,3,3553;3,4,3553;3,5,3553;3,6,3553;3,7,3553;3,8,3553;3,9,3553;3,10,3553;3,11,3553;3,12,3553;3,13,3553;3,14,3553;3,15,3553;3,16,3553;3,17,3553;4,0,3553;4,1,3553;4,2,3553;4,3,3553;4,4,3553;4,5,3553;4,6,3553;4,7,3553;4,8,3553;4,9,3553;4,10,3553;4,11,3553;4,12,3553;4,13,3553;4,14,3553;4,15,3553;4,16,3553;4,17,3553;5,0,3553;5,1,3553;5,2,3553;5,3,3553;5,4,3553;5,5,3553;5,6,3553;5,7,3553;5,8,3553;5,9,3553;5,10,3553;5,11,3553;5,12,3553;5,13,3553;5,14,3553;5,15,3553;5,16,3553;5,17,3553;6,0,3553;6,1,3553;6,2,3553;6,3,3553;6,4,3553;6,5,3553;6,6,3553;6,7,3553;6,8,3553;6,9,3553;6,10,3553;6,11,3553;6,12,3553;6,13,3553;6,14,3553;6,15,3553;6,16,3553;6,17,3553 --enable-gpu-async-worker-context --service-request-channel-token=F4F6A950E886EA4F9D879FD725C5EF02 --renderer-client-id=6 --mojo-platform-channel-handle=3436 /prefetch:1
07:39:36 [INFO   ] [1452] [1656] Registered session count: 1, last session: 2018/02/16 07:30:00
07:39:36 [INFO   ] [4448] [13252] Starting EvernoteSubprocess.exe
07:39:36 [INFO   ] [4448] [13252]  * Command-line params: --type=renderer --no-sandbox --service-pipe-token=84F272FE173D80D06A6FDBC3BC8ED772 --lang=en-US --lang=zh-CN --log-file="C:\Users\Administrator\Evernote\Logs\cef.log" --log-severity=disable --product-version="Evernote Windows/306387 (zh-CN, DDL); Windows/10.0.0 (Win64);" --enable-pinch --device-scale-factor=1.25 --num-raster-threads=2 --enable-main-frame-before-activation --content-image-texture-target=0,0,3553;0,1,3553;0,2,3553;0,3,3553;0,4,3553;0,5,3553;0,6,3553;0,7,3553;0,8,3553;0,9,3553;0,10,3553;0,11,3553;0,12,3553;0,13,3553;0,14,3553;0,15,3553;0,16,3553;0,17,3553;1,0,3553;1,1,3553;1,2,3553;1,3,3553;1,4,3553;1,5,3553;1,6,3553;1,7,3553;1,8,3553;1,9,3553;1,10,3553;1,11,3553;1,12,3553;1,13,3553;1,14,3553;1,15,3553;1,16,3553;1,17,3553;2,0,3553;2,1,3553;2,2,3553;2,3,3553;2,4,3553;2,5,3553;2,6,3553;2,7,3553;2,8,3553;2,9,3553;2,10,3553;2,11,3553;2,12,3553;2,13,3553;2,14,3553;2,15,3553;2,16,3553;2,17,3553;3,0,3553;3,1,3553;3,2,3553;3,3,3553;3,4,3553;3,5,3553;3,6,3553;3,7,3553;3,8,3553;3,9,3553;3,10,3553;3,11,3553;3,12,3553;3,13,3553;3,14,3553;3,15,3553;3,16,3553;3,17,3553;4,0,3553;4,1,3553;4,2,3553;4,3,3553;4,4,3553;4,5,3553;4,6,3553;4,7,3553;4,8,3553;4,9,3553;4,10,3553;4,11,3553;4,12,3553;4,13,3553;4,14,3553;4,15,3553;4,16,3553;4,17,3553;5,0,3553;5,1,3553;5,2,3553;5,3,3553;5,4,3553;5,5,3553;5,6,3553;5,7,3553;5,8,3553;5,9,3553;5,10,3553;5,11,3553;5,12,3553;5,13,3553;5,14,3553;5,15,3553;5,16,3553;5,17,3553;6,0,3553;6,1,3553;6,2,3553;6,3,3553;6,4,3553;6,5,3553;6,6,3553;6,7,3553;6,8,3553;6,9,3553;6,10,3553;6,11,3553;6,12,3553;6,13,3553;6,14,3553;6,15,3553;6,16,3553;6,17,3553 --enable-gpu-async-worker-context --service-request-channel-token=84F272FE173D80D06A6FDBC3BC8ED772 --renderer-client-id=7 --mojo-platform-channel-handle=3528 /prefetch:1
07:39:36 [ERROR  ] [1452] [10620] 0% Can't send HTTP request, error: INTERNET_NAME_NOT_RESOLVED
07:39:36 [INFO   ] [1452] [5760] GA-TEA: Failed to send event (error(800c0005): 系统无法找到指定的资源。)
07:39:36 [ERROR  ] [1452] [1652] 0% Can't send HTTP request, error: INTERNET_NAME_NOT_RESOLVED
07:39:36 [INFO   ] [1452] [5760] GA-TEA: Failed to send event (error(800c0005): 系统无法找到指定的资源。)
07:39:38 [INFO   ] [1452] [5760] GA-GA: Failed to send event (error(800c0005): 系统无法找到指定的资源。)
07:39:38 [INFO   ] [1452] [5760] GA-TEA: Failed to send event (error(800c0005): 系统无法找到指定的资源。)
07:39:38 [ERROR  ] [1452] [10620] 0% Can't send HTTP request, error: INTERNET_NAME_NOT_RESOLVED
07:39:38 [INFO   ] [1452] [5760] GA-TEA: Failed to send event (error(800c0005): 系统无法找到指定的资源。)
07:39:39 [INFO   ] [1452] [6972] Client synchronization started
07:39:39 [INFO   ] [1452] [8764] 0% Loaded updateCount: 21
07:39:39 [ERROR  ] [1452] [8764] 0% Can't send HTTP request, error: INTERNET_NAME_NOT_RESOLVED
07:39:39 [INFO   ] [1452] [6972] Client synchronization finished, status: failed
07:39:39 [ERROR  ] [1452] [6972] * error: 无法连接到 印象笔记 服务器
07:39:40 [INFO   ] [1452] [5760] GA-TEA: Failed to send event (error(800c0005): 系统无法找到指定的资源。)
07:39:40 [INFO   ] [1452] [5760] GA-GA: Failed to send event (error(800c0005): 系统无法找到指定的资源。)
07:39:40 [ERROR  ] [1452] [13776] Failed to retrieve messages from the Communication Engine Client
07:39:40 [ERROR  ] [1452] [13776] * Can't send HTTP request, error: INTERNET_NAME_NOT_RESOLVED
07:39:40 [INFO   ] [1452] [5760] GA-TEA: Failed to send event (error(800c0005): 系统无法找到指定的资源。)
07:39:40 [INFO   ] [1452] [5760] GA-GA: Failed to send event (error(800c0005): 系统无法找到指定的资源。)
07:39:40 [INFO   ] [1452] [5760] GA-TEA: Failed to send event (error(800c0005): 系统无法找到指定的资源。)
07:39:40 [INFO   ] [1452] [5760] GA-GA: Failed to send event (error(800c0005): 系统无法找到指定的资源。)
07:39:40 [INFO   ] [1452] [5760] GA-TEA: Failed to send event (error(800c0005): 系统无法找到指定的资源。)
07:39:40 [INFO   ] [1452] [5760] GA-GA: Failed to send event (error(800c0005): 系统无法找到指定的资源。)
07:39:40 [INFO   ] [1452] [5760] GA-TEA: Failed to send event (error(800c0005): 系统无法找到指定的资源。)
07:39:40 [INFO   ] [1452] [5760] GA-GA: Failed to send event (error(800c0005): 系统无法找到指定的资源。)
07:39:40 [INFO   ] [1452] [5760] GA-TEA: Failed to send event (error(800c0005): 系统无法找到指定的资源。)
07:39:40 [INFO   ] [1452] [5760] GA-GA: Failed to send event (error(800c0005): 系统无法找到指定的资源。)
07:39:40 [INFO   ] [1452] [5760] GA-TEA: Failed to send event (error(800c0005): 系统无法找到指定的资源。)
07:39:40 [INFO   ] [1452] [5760] GA-GA: Failed to send event (error(800c0005): 系统无法找到指定的资源。)
07:39:40 [INFO   ] [1452] [5760] GA-TEA: Failed to send event (error(800c0005): 系统无法找到指定的资源。)
07:39:40 [INFO   ] [1452] [5760] GA-GA: Failed to send event (error(800c0005): 系统无法找到指定的资源。)
07:39:40 [INFO   ] [1452] [5760] GA-TEA: Failed to send event (error(800c0005): 系统无法找到指定的资源。)
07:39:40 [INFO   ] [1452] [5760] GA-GA: Failed to send event (error(800c0005): 系统无法找到指定的资源。)
07:39:40 [INFO   ] [1452] [5760] GA-TEA: Failed to send event (error(800c0005): 系统无法找到指定的资源。)
07:39:40 [INFO   ] [1452] [5760] GA-GA: Failed to send event (error(800c0005): 系统无法找到指定的资源。)
07:39:40 [INFO   ] [1452] [5760] GA-TEA: Failed to send event (error(800c0005): 系统无法找到指定的资源。)
07:39:40 [INFO   ] [1452] [5760] GA-GA: Failed to send event (error(800c0005): 系统无法找到指定的资源。)
07:39:41 [INFO   ] [1452] [5760] GA-TEA: Failed to send event (error(800c0005): 系统无法找到指定的资源。)
07:39:41 [INFO   ] [1452] [5760] GA-GA: Failed to send event (error(800c0005): 系统无法找到指定的资源。)
07:39:41 [INFO   ] [1452] [5760] GA-TEA: Failed to send event (error(800c0005): 系统无法找到指定的资源。)
07:39:41 [INFO   ] [1452] [5760] GA-GA: Failed to send event (error(800c0005): 系统无法找到指定的资源。)
07:39:41 [INFO   ] [1452] [5760] GA-TEA: Failed to send event (error(800c0005): 系统无法找到指定的资源。)
07:39:41 [INFO   ] [1452] [5760] GA-GA: Failed to send event (error(800c0005): 系统无法找到指定的资源。)
07:39:41 [INFO   ] [1452] [5760] GA-TEA: Failed to send event (error(800c0005): 系统无法找到指定的资源。)
07:39:41 [INFO   ] [1452] [5760] GA-GA: Failed to send event (error(800c0005): 系统无法找到指定的资源。)
07:39:41 [INFO   ] [1452] [5760] GA-TEA: Failed to send event (error(800c0005): 系统无法找到指定的资源。)
07:39:41 [INFO   ] [1452] [5760] GA-GA: Failed to send event (error(800c0005): 系统无法找到指定的资源。)
07:39:41 [INFO   ] [1452] [5760] GA-TEA: Failed to send event (error(800c0005): 系统无法找到指定的资源。)
07:39:41 [INFO   ] [1452] [5760] GA-GA: Failed to send event (error(800c0005): 系统无法找到指定的资源。)
07:39:41 [INFO   ] [1452] [5760] GA-TEA: Failed to send event (error(800c0005): 系统无法找到指定的资源。)
07:39:41 [INFO   ] [1452] [5760] GA-GA: Failed to send event (error(800c0005): 系统无法找到指定的资源。)
07:39:41 [INFO   ] [1452] [5760] GA-TEA: Failed to send event (error(800c0005): 系统无法找到指定的资源。)
07:39:41 [INFO   ] [1452] [5760] GA-GA: Failed to send event (error(800c0005): 系统无法找到指定的资源。)
07:39:41 [INFO   ] [1452] [5760] GA-TEA: Failed to send event (error(800c0005): 系统无法找到指定的资源。)
07:39:41 [INFO   ] [1452] [5760] GA-GA: Failed to send event (error(800c0005): 系统无法找到指定的资源。)
07:39:41 [INFO   ] [1452] [5760] GA-TEA: Failed to send event (error(800c0005): 系统无法找到指定的资源。)
07:39:42 [ERROR  ] [1452] [10620] 0% Can't send HTTP request, error: INTERNET_NAME_NOT_RESOLVED
07:39:42 [INFO   ] [1452] [5760] GA-TEA: Failed to send event (error(800c0005): 系统无法找到指定的资源。)
07:39:50 [ERROR  ] [1452] [10620] 0% Can't send HTTP request, error: INTERNET_NAME_NOT_RESOLVED
07:39:50 [INFO   ] [1452] [5760] GA-TEA: Failed to send event (error(800c0005): 系统无法找到指定的资源。)
07:39:53 [INFO   ] [1452] [5760] GA-GA: Failed to send event (error(800c0005): 系统无法找到指定的资源。)
07:39:53 [INFO   ] [1452] [5760] GA-TEA: Failed to send event (error(800c0005): 系统无法找到指定的资源。)
07:39:53 [INFO   ] [1452] [5760] GA-GA: Failed to send event (error(800c0005): 系统无法找到指定的资源。)
07:39:53 [INFO   ] [1452] [5760] GA-TEA: Failed to send event (error(800c0005): 系统无法找到指定的资源。)
07:39:55 [INFO   ] [1452] [5760] GA-GA: Failed to send event (error(800c0005): 系统无法找到指定的资源。)
07:39:55 [INFO   ] [1452] [5760] GA-TEA: Failed to send event (error(800c0005): 系统无法找到指定的资源。)
07:39:56 [INFO   ] [12112] [7880] Starting EvernoteSubprocess.exe
07:39:56 [INFO   ] [12112] [7880]  * Command-line params: --type=renderer --no-sandbox --service-pipe-token=16BDB3824D98F5B8B9A3A95FF0730BBF --lang=en-US --lang=zh-CN --log-file="C:\Users\Administrator\Evernote\Logs\cef.log" --log-severity=disable --product-version="Evernote Windows/306387 (zh-CN, DDL); Windows/10.0.0 (Win64);" --enable-pinch --device-scale-factor=1.25 --num-raster-threads=2 --enable-main-frame-before-activation --content-image-texture-target=0,0,3553;0,1,3553;0,2,3553;0,3,3553;0,4,3553;0,5,3553;0,6,3553;0,7,3553;0,8,3553;0,9,3553;0,10,3553;0,11,3553;0,12,3553;0,13,3553;0,14,3553;0,15,3553;0,16,3553;0,17,3553;1,0,3553;1,1,3553;1,2,3553;1,3,3553;1,4,3553;1,5,3553;1,6,3553;1,7,3553;1,8,3553;1,9,3553;1,10,3553;1,11,3553;1,12,3553;1,13,3553;1,14,3553;1,15,3553;1,16,3553;1,17,3553;2,0,3553;2,1,3553;2,2,3553;2,3,3553;2,4,3553;2,5,3553;2,6,3553;2,7,3553;2,8,3553;2,9,3553;2,10,3553;2,11,3553;2,12,3553;2,13,3553;2,14,3553;2,15,3553;2,16,3553;2,17,3553;3,0,3553;3,1,3553;3,2,3553;3,3,3553;3,4,3553;3,5,3553;3,6,3553;3,7,3553;3,8,3553;3,9,3553;3,10,3553;3,11,3553;3,12,3553;3,13,3553;3,14,3553;3,15,3553;3,16,3553;3,17,3553;4,0,3553;4,1,3553;4,2,3553;4,3,3553;4,4,3553;4,5,3553;4,6,3553;4,7,3553;4,8,3553;4,9,3553;4,10,3553;4,11,3553;4,12,3553;4,13,3553;4,14,3553;4,15,3553;4,16,3553;4,17,3553;5,0,3553;5,1,3553;5,2,3553;5,3,3553;5,4,3553;5,5,3553;5,6,3553;5,7,3553;5,8,3553;5,9,3553;5,10,3553;5,11,3553;5,12,3553;5,13,3553;5,14,3553;5,15,3553;5,16,3553;5,17,3553;6,0,3553;6,1,3553;6,2,3553;6,3,3553;6,4,3553;6,5,3553;6,6,3553;6,7,3553;6,8,3553;6,9,3553;6,10,3553;6,11,3553;6,12,3553;6,13,3553;6,14,3553;6,15,3553;6,16,3553;6,17,3553 --enable-gpu-async-worker-context --service-request-channel-token=16BDB3824D98F5B8B9A3A95FF0730BBF --renderer-client-id=8 --mojo-platform-channel-handle=4624 /prefetch:1
07:39:59 [INFO   ] [1452] [5760] GA-GA: Failed to send event (error(800c0005): 系统无法找到指定的资源。)
07:39:59 [INFO   ] [1452] [5760] GA-TEA: Failed to send event (error(800c0005): 系统无法找到指定的资源。)
07:40:04 [ERROR  ] [1452] [10620] 0% Can't send HTTP request, error: INTERNET_NAME_NOT_RESOLVED
07:40:05 [INFO   ] [1452] [5760] GA-TEA: Failed to send event (error(800c0005): 系统无法找到指定的资源。)
07:40:21 [INFO   ] [1452] [5760] GA-GA: Failed to send event (error(800c0005): 系统无法找到指定的资源。)
07:40:21 [INFO   ] [1452] [5760] GA-TEA: Failed to send event (error(800c0005): 系统无法找到指定的资源。)
07:40:24 [INFO   ] [1452] [5760] GA-GA: Failed to send event (error(800c0005): 系统无法找到指定的资源。)
07:40:24 [INFO   ] [1452] [5760] GA-TEA: Failed to send event (error(800c0005): 系统无法找到指定的资源。)
07:40:26 [INFO   ] [1452] [10096] 0% Syncing note "CarND_Term1", resource count: 0
07:40:26 [INFO   ] [1452] [10096] 0% Creating server note "CarND_Term1", resource count: 0, content: 144 B
07:40:26 [INFO   ] [1452] [10096] 0% * Notebook "我的第一个笔记本", guid={ed4f3118-bd81-4143-b89f-ea646be3af07}
07:40:26 [ERROR  ] [1452] [10096] 0% Can't send HTTP request, error: INTERNET_NAME_NOT_RESOLVED
07:40:26 [INFO   ] [1452] [5760] GA-TEA: Failed to send event (error(800c0005): 系统无法找到指定的资源。)
07:40:26 [ERROR  ] [1452] [10620] 0% Can't send HTTP request, error: INTERNET_NAME_NOT_RESOLVED
07:40:27 [INFO   ] [1452] [5760] GA-TEA: Failed to send event (error(800c0005): 系统无法找到指定的资源。)
07:40:57 [INFO   ] [1452] [5760] GA-GA: Failed to send event (error(800c0005): 系统无法找到指定的资源。)
07:40:57 [INFO   ] [1452] [5760] GA-TEA: Failed to send event (error(800c0005): 系统无法找到指定的资源。)
07:40:57 [INFO   ] [1452] [5760] GA-GA: Failed to send event (error(800c0005): 系统无法找到指定的资源。)
07:40:57 [INFO   ] [1452] [5760] GA-TEA: Failed to send event (error(800c0005): 系统无法找到指定的资源。)
07:40:58 [INFO   ] [1452] [5428] 0% Syncing note "CarND_Term1", resource count: 1
07:40:58 [INFO   ] [1452] [5428] 0% Creating server note "CarND_Term1", resource count: 1, content: 39.1 KB
07:40:58 [INFO   ] [1452] [5428] 0% * Notebook "我的第一个笔记本", guid={ed4f3118-bd81-4143-b89f-ea646be3af07}
07:40:58 [ERROR  ] [1452] [5428] 0% Can't send HTTP request, error: INTERNET_NAME_NOT_RESOLVED
07:40:58 [INFO   ] [1452] [5760] GA-TEA: Failed to send event (error(800c0005): 系统无法找到指定的资源。)
07:40:59 [INFO   ] [1452] [5760] GA-GA: Failed to send event (error(800c0005): 系统无法找到指定的资源。)
07:40:59 [INFO   ] [1452] [5760] GA-TEA: Failed to send event (error(800c0005): 系统无法找到指定的资源。)
07:40:59 [INFO   ] [1452] [5760] GA-GA: Failed to send event (error(800c0005): 系统无法找到指定的资源。)
07:40:59 [INFO   ] [1452] [5760] GA-TEA: Failed to send event (error(800c0005): 系统无法找到指定的资源。)
07:41:05 [INFO   ] [1452] [5760] GA-GA: Failed to send event (error(800c0005): 系统无法找到指定的资源。)
07:41:05 [INFO   ] [1452] [5760] GA-TEA: Failed to send event (error(800c0005): 系统无法找到指定的资源。)
07:41:07 [INFO   ] [1452] [5760] GA-GA: Failed to send event (error(800c0005): 系统无法找到指定的资源。)
07:41:07 [INFO   ] [1452] [5760] GA-TEA: Failed to send event (error(800c0005): 系统无法找到指定的资源。)
07:41:11 [ERROR  ] [1452] [10620] 0% Can't send HTTP request, error: INTERNET_NAME_NOT_RESOLVED
07:41:12 [INFO   ] [1452] [5760] GA-TEA: Failed to send event (error(800c0005): 系统无法找到指定的资源。)
07:41:16 [INFO   ] [1452] [5760] GA-GA: Failed to send event (error(800c0005): 系统无法找到指定的资源。)
07:41:16 [INFO   ] [1452] [5760] GA-TEA: Failed to send event (error(800c0005): 系统无法找到指定的资源。)
07:41:16 [INFO   ] [1452] [5760] GA-GA: Failed to send event (error(800c0005): 系统无法找到指定的资源。)
07:41:17 [INFO   ] [1452] [5760] GA-TEA: Failed to send event (error(800c0005): 系统无法找到指定的资源。)
07:41:17 [INFO   ] [1452] [5760] GA-GA: Failed to send event (error(800c0005): 系统无法找到指定的资源。)
07:41:17 [INFO   ] [1452] [5760] GA-TEA: Failed to send event (error(800c0005): 系统无法找到指定的资源。)
07:41:18 [INFO   ] [1452] [5760] GA-GA: Failed to send event (error(800c0005): 系统无法找到指定的资源。)
07:41:18 [INFO   ] [1452] [5760] GA-TEA: Failed to send event (error(800c0005): 系统无法找到指定的资源。)
07:41:18 [INFO   ] [2884] [13372] Starting EvernoteSubprocess.exe
07:41:18 [INFO   ] [2884] [13372]  * Command-line params: --type=renderer --no-sandbox --service-pipe-token=4E32CAD50649F1DE6A5F5071359A16D7 --lang=en-US --lang=zh-CN --log-file="C:\Users\Administrator\Evernote\Logs\cef.log" --log-severity=disable --product-version="Evernote Windows/306387 (zh-CN, DDL); Windows/10.0.0 (Win64);" --enable-pinch --device-scale-factor=1.25 --num-raster-threads=2 --enable-main-frame-before-activation --content-image-texture-target=0,0,3553;0,1,3553;0,2,3553;0,3,3553;0,4,3553;0,5,3553;0,6,3553;0,7,3553;0,8,3553;0,9,3553;0,10,3553;0,11,3553;0,12,3553;0,13,3553;0,14,3553;0,15,3553;0,16,3553;0,17,3553;1,0,3553;1,1,3553;1,2,3553;1,3,3553;1,4,3553;1,5,3553;1,6,3553;1,7,3553;1,8,3553;1,9,3553;1,10,3553;1,11,3553;1,12,3553;1,13,3553;1,14,3553;1,15,3553;1,16,3553;1,17,3553;2,0,3553;2,1,3553;2,2,3553;2,3,3553;2,4,3553;2,5,3553;2,6,3553;2,7,3553;2,8,3553;2,9,3553;2,10,3553;2,11,3553;2,12,3553;2,13,3553;2,14,3553;2,15,3553;2,16,3553;2,17,3553;3,0,3553;3,1,3553;3,2,3553;3,3,3553;3,4,3553;3,5,3553;3,6,3553;3,7,3553;3,8,3553;3,9,3553;3,10,3553;3,11,3553;3,12,3553;3,13,3553;3,14,3553;3,15,3553;3,16,3553;3,17,3553;4,0,3553;4,1,3553;4,2,3553;4,3,3553;4,4,3553;4,5,3553;4,6,3553;4,7,3553;4,8,3553;4,9,3553;4,10,3553;4,11,3553;4,12,3553;4,13,3553;4,14,3553;4,15,3553;4,16,3553;4,17,3553;5,0,3553;5,1,3553;5,2,3553;5,3,3553;5,4,3553;5,5,3553;5,6,3553;5,7,3553;5,8,3553;5,9,3553;5,10,3553;5,11,3553;5,12,3553;5,13,3553;5,14,3553;5,15,3553;5,16,3553;5,17,3553;6,0,3553;6,1,3553;6,2,3553;6,3,3553;6,4,3553;6,5,3553;6,6,3553;6,7,3553;6,8,3553;6,9,3553;6,10,3553;6,11,3553;6,12,3553;6,13,3553;6,14,3553;6,15,3553;6,16,3553;6,17,3553 --enable-gpu-async-worker-context --service-request-channel-token=4E32CAD50649F1DE6A5F5071359A16D7 --renderer-client-id=9 --mojo-platform-channel-handle=5012 /prefetch:1
07:41:34 [ERROR  ] [1452] [1196] Unable to send HTTP request: 12007
07:41:34 [ERROR  ] [1452] [1196] Unable to send HTTP request: 12007
07:42:33 [ERROR  ] [1452] [10620] 0% Can't send HTTP request, error: INTERNET_NAME_NOT_RESOLVED
07:42:34 [INFO   ] [1452] [5760] GA-TEA: Failed to send event (error(800c0005): 系统无法找到指定的资源。)
07:44:13 [INFO   ] [1452] [9348] Presentation started
07:44:21 [INFO   ] [1452] [9348] Presentation trial started
07:44:40 [INFO   ] [1452] [12068] Client synchronization started
07:44:40 [INFO   ] [1452] [4168] 0% Loaded updateCount: 21
07:44:40 [ERROR  ] [1452] [4168] 0% Can't send HTTP request, error: INTERNET_NAME_NOT_RESOLVED
07:44:40 [INFO   ] [1452] [12068] Client synchronization finished, status: failed
07:44:40 [ERROR  ] [1452] [12068] * error: 无法连接到 印象笔记 服务器
07:44:40 [INFO   ] [1452] [5760] GA-TEA: Failed to send event (error(800c0005): 系统无法找到指定的资源。)
